seizure_id,subject,vigilance,chs,last10__in_0p5_40,last10__hi_40_48,last10__line_48_52,last10__hi_52_70,last10__hi_70_90,last10__line_98_102,last10__hi_90_125,far__in_0p5_40,far__hi_40_48,far__line_48_52,far__hi_52_70,far__hi_70_90,far__line_98_102,far__hi_90_125
sub-104_ses-01_task-szMonitoring_run-05_seizure-0001,104,awake,2,2.4939381983558727e-09,7.119559077853935e-11,2.2594092375645244e-11,5.261783301419169e-11,2.0489903230101268e-11,1.1711256124068192e-12,7.792662309843617e-12,6.720799215352363e-10,4.5292831730779826e-11,1.582933871586299e-11,3.532014996453292e-11,1.2070627853793231e-11,6.869971288081957e-13,4.8329813645943206e-12
sub-010_ses-01_task-szMonitoring_run-08_seizure-0000,10,awake,2,2.698336341413261e-10,2.2755875001081103e-11,1.1146883172406436e-11,4.052191421565585e-11,2.5724972466212445e-11,2.3489567374050207e-12,1.5615492810159583e-11,2.407550970904255e-10,1.834564935131226e-11,8.401753694525488e-12,2.8212658876680343e-11,1.691119423146832e-11,1.3378029452748635e-12,8.919831920684562e-12
sub-013_ses-01_task-szMonitoring_run-01_seizure-0002,13,awake,2,5.968391110967388e-09,1.6360716916476733e-10,7.743180273971601e-11,2.915260675001182e-10,1.442131704000953e-10,1.0623775781838548e-11,7.567121380317074e-11,8.065564342991891e-09,1.995641144930367e-10,7.356422516404786e-11,2.1858310447367866e-10,1.0852502564509132e-10,5.765521356250874e-12,9.835748998732465e-11
sub-049_ses-01_task-szMonitoring_run-02_seizure-0000,49,awake,2,1.1904448758900664e-10,4.917998744664576e-12,2.103475523601035e-12,6.050814129529353e-12,3.10691496505181e-12,2.43608506400429e-13,1.4526996002894807e-12,1.9226347671191892e-10,1.935901888721056e-11,8.727014056647915e-12,2.391852910735218e-11,1.0347555991083405e-11,7.459233960442412e-13,4.341831275816732e-12
sub-021_ses-01_task-szMonitoring_run-04_seizure-0000,21,awake,2,2.2717991572608903e-10,3.7339911997194644e-12,2.210404909922086e-12,4.974637333300423e-12,2.6907219817247437e-12,2.1664824635302287e-13,1.3622809159129856e-12,1.3766922620006255e-09,5.82408674776186e-12,2.323108182057758e-12,7.341920847495507e-12,3.976059259979552e-12,3.091940836920116e-13,2.16746979793407e-12
sub-029_ses-01_task-szMonitoring_run-08_seizure-0004,29,asleep,2,7.019899147491371e-11,3.3662083348293144e-12,1.8168432931798757e-12,5.183125397523436e-12,3.2589753413035995e-12,3.0319537817483816e-13,2.086188504920145e-12,1.7069309630154413e-10,6.022569232908955e-12,2.256163591153215e-12,5.517894420812686e-12,2.4478397039340815e-12,2.0057979895164114e-13,1.3952764789077859e-12
sub-072_ses-01_task-szMonitoring_run-18_seizure-0001,72,asleep,2,5.084275811072877e-09,2.1887856318504054e-11,7.983084213473728e-12,2.796630406426163e-11,1.7224150294343682e-11,2.6608642988982803e-12,1.4016528882333892e-11,1.5445055998089728e-10,2.4027353531370587e-13,9.530770496849901e-14,2.9933877148240204e-13,1.679764113414859e-13,1.585593719637259e-14,1.1689701442975191e-13
sub-013_ses-01_task-szMonitoring_run-01_seizure-0004,13,awake,2,1.2770891394925273e-08,1.9541964236547747e-10,1.1421181801031953e-09,3.4306021558045567e-10,1.7454761577089584e-10,3.5929151088161045e-11,1.5665090406283153e-10,4.714935061681136e-09,7.230054716886491e-11,1.8663404974607112e-10,7.96709108040084e-11,3.296285223650464e-11,5.834490071856204e-12,3.881970819507527e-11
sub-053_ses-01_task-szMonitoring_run-02_seizure-0000,53,awake,2,2.43961359297628e-10,1.2843967149070732e-11,4.842118256942759e-12,1.4268893568853261e-11,7.1001095164391195e-12,5.439514956646551e-13,3.3397489264506837e-12,2.0175757167919177e-09,1.2947564040199621e-11,4.500472174512807e-12,1.430252491210748e-11,6.9914645714043376e-12,5.46864764299995e-13,3.300550988986722e-12
sub-017_ses-01_task-szMonitoring_run-01_seizure-0000,17,awake,2,2.2461302778609696e-10,1.90619981952766e-11,2.100833907720903e-10,3.485507589601268e-11,2.4740527610135487e-11,3.986841478360541e-12,2.137901122627455e-11,2.8188556344812153e-10,3.456595885866769e-11,7.860361390389593e-10,6.303114015236915e-11,3.6782586429868854e-11,6.857876525171052e-12,3.2277389989189075e-11
sub-112_ses-01_task-szMonitoring_run-05_seizure-0000,112,asleep,2,2.277789422278851e-09,1.2503088803408882e-11,4.0832939074716255e-12,1.1202553126524811e-11,3.5744325979598713e-12,1.9536222026496845e-13,1.1835224365105393e-12,3.8556466045028935e-10,7.142662008039161e-12,3.077056150247479e-12,7.803410225103557e-12,2.6734820429822643e-12,1.5517231441283995e-13,1.0236471617776033e-12
sub-114_ses-01_task-szMonitoring_run-10_seizure-0000,114,awake,2,1.8253117972422512e-10,8.938969942998073e-12,3.586299896543959e-12,1.0210794571206393e-11,4.6846325426922025e-12,2.9419176916545216e-13,2.0635845899820546e-12,2.164285411397803e-10,1.6490445732273093e-11,7.032638893519515e-12,2.3230170615651713e-11,1.1163485148051095e-11,7.733448947316842e-13,5.260684832808074e-12
sub-023_ses-01_task-szMonitoring_run-03_seizure-0001,23,awake,2,1.5222978648256522e-10,1.6492391325278788e-11,8.942142590207616e-12,2.0084638368813028e-11,9.456578414542124e-12,6.621228535843891e-13,4.643869161594682e-12,1.4528567815696124e-10,1.1861123376860835e-11,7.074076516263013e-12,1.4802702998731935e-11,7.96398048655811e-12,6.339905473774198e-13,4.3305279609263714e-12
sub-040_ses-01_task-szMonitoring_run-05_seizure-0001,40,awake,2,3.792321387885865e-10,1.6077431259596406e-11,2.581775632446298e-11,2.2894200931295774e-11,1.2858337538227669e-11,9.900712434401721e-13,6.35033090048271e-12,8.566044078712577e-10,6.655978816502022e-12,3.0617707479640124e-11,9.854872735524453e-12,5.564941901297574e-12,4.84154077656283e-13,3.0092487399045474e-12
sub-099_ses-01_task-szMonitoring_run-01_seizure-0001,99,asleep,2,1.3158977713436895e-10,5.113078671519906e-12,7.382218333541896e-11,7.606477699205363e-12,3.7711502624824805e-12,3.511468373915043e-13,2.131867250204245e-12,9.529338198239262e-11,2.908026644127327e-12,7.66429523302014e-11,4.067807284443508e-12,1.967690877069891e-12,2.0949473175822204e-13,1.1814995741321035e-12
sub-024_ses-01_task-szMonitoring_run-01_seizure-0002,24,awake,2,4.176796392697933e-10,1.0741136507525512e-11,9.579191261814095e-12,1.6405445378425374e-11,9.451221077965085e-12,2.217386964782638e-12,6.6000445931830956e-12,2.548234835584049e-10,8.316616198050915e-12,5.937035121362134e-12,1.1697978438165729e-11,6.524498107570392e-12,1.1139444533910404e-12,4.072750429229795e-12
sub-114_ses-01_task-szMonitoring_run-06_seizure-0000,114,awake,2,1.6479941029877735e-10,1.3437307755110908e-11,5.285052041826325e-12,1.6409273098049655e-11,7.626122580662368e-12,4.73106688073677e-13,3.26032167502447e-12,1.0846752918354975e-10,6.926474513698577e-12,2.702150597253204e-12,8.393413769865097e-12,4.130657302590871e-12,2.8178187488271005e-13,1.9128857603999156e-12
sub-006_ses-01_task-szMonitoring_run-01_seizure-0000,6,awake,2,2.191982317475437e-10,1.4541926316359092e-11,6.0436529035546524e-12,1.7407953482133024e-11,7.878842071619175e-12,5.917523499289652e-13,4.029068151256874e-12,2.4942817433255817e-10,1.285997148365466e-11,5.323901801157369e-12,1.7099425540154952e-11,9.237056287700347e-12,6.683529143063302e-13,4.699238825298108e-12
sub-065_ses-01_task-szMonitoring_run-03_seizure-0000,65,un,2,5.070349005223919e-09,1.233507281773635e-11,5.091125710304485e-12,1.930600942447655e-11,1.182682160011802e-11,9.768463544399517e-13,6.684291377342938e-12,1.557703575692674e-08,5.1628540511621454e-12,2.144977568203537e-12,8.57098210900107e-12,4.7128148487930275e-12,3.967608933167383e-13,2.9264083447273134e-12
sub-106_ses-01_task-szMonitoring_run-01_seizure-0001,106,awake,2,7.872849025710138e-10,2.7782675717068358e-11,2.5710630928838896e-11,3.9859375997749546e-11,2.1553242806617268e-11,4.943817301403079e-12,1.559902322814805e-11,8.749143957736418e-10,7.631205279058747e-11,3.77117355553575e-11,7.928224704131838e-11,2.761064140794629e-11,3.971550122815607e-12,1.3749280726442062e-11
sub-066_ses-01_task-szMonitoring_run-09_seizure-0000,66,un,2,1.5232759319857306e-10,1.2324674221677295e-11,5.205497594272852e-12,1.8539512845586432e-11,1.0278270103050424e-11,8.707836002319802e-13,5.4763606398127435e-12,2.813665427907125e-10,1.635949423666528e-11,7.266987406246006e-12,2.766551379080103e-11,1.459644197345749e-11,1.2038332364111342e-12,8.653084012079823e-12
sub-012_ses-01_task-szMonitoring_run-03_seizure-0000,12,awake,2,3.229013880338336e-10,1.829465838624287e-11,9.990482619759558e-12,2.4250713677561345e-11,1.1728713795043368e-11,7.898735314717085e-13,5.56531580414086e-12,4.855648764576707e-10,4.543901753940501e-11,1.9376328689943505e-11,4.589614638000067e-11,1.667149189710285e-11,8.270745778226208e-13,5.531013424765047e-12
sub-007_ses-01_task-szMonitoring_run-03_seizure-0000,7,awake,2,3.17257631474143e-10,1.1754010071671384e-11,5.054211146798464e-12,1.495842156801823e-11,6.826334385314242e-12,4.0340334022387156e-13,2.680020662924739e-12,7.696741875934498e-10,4.3631923080371376e-11,1.6506704021041174e-11,5.2169639546660264e-11,2.1182341178055615e-11,1.5537403112764674e-12,9.88891653576796e-12
sub-071_ses-01_task-szMonitoring_run-05_seizure-0000,71,awake,2,1.1316991787208306e-10,3.214395467871764e-12,1.3375698786090785e-12,4.5752963292655135e-12,2.3501021041945887e-12,1.7519090128058262e-13,1.2128678497884843e-12,1.2940635322898066e-10,1.8053219825303253e-12,6.736185222933431e-13,2.6402978638659227e-12,1.3309155334883017e-12,1.0802729539875165e-13,7.182005356340043e-13
sub-046_ses-01_task-szMonitoring_run-01_seizure-0004,46,asleep,2,3.6596942610928575e-10,1.5478206115246128e-12,8.266786956768286e-11,2.43501693822969e-12,9.372256398936603e-13,1.1280203803782686e-13,4.3665272270228817e-13,1.6882642108911454e-10,5.057421201156356e-12,1.2107785588536561e-11,6.026514045942119e-12,2.539676516722311e-12,1.627722448735168e-13,9.277343296930912e-13
sub-118_ses-01_task-szMonitoring_run-03_seizure-0000,118,awake,2,1.9477164705092365e-09,2.7361395080110068e-11,9.074935660589421e-12,1.9636613503460875e-11,1.444001893364099e-11,2.182937483531667e-12,1.276794978731065e-11,1.0005193273442224e-10,3.2988534184281694e-12,1.4167901146791489e-12,4.954633041418001e-12,2.45389420689574e-12,2.3869357375072454e-13,1.6255190988585217e-12
sub-033_ses-01_task-szMonitoring_run-12_seizure-0000,33,awake,2,4.953875950352316e-10,6.446514168700161e-11,2.6805939150496702e-11,1.0060555223864294e-10,5.855492258154264e-11,4.896355352778193e-12,3.2568278517151475e-11,2.918556552302723e-10,2.872665504881131e-11,1.1561854819121236e-11,3.832479443716082e-11,1.996424581037825e-11,1.235636947289727e-12,8.55528457155199e-12
sub-026_ses-01_task-szMonitoring_run-06_seizure-0000,26,awake,2,1.5270002591683185e-10,8.350006161413444e-12,4.535544761544216e-12,1.780488062862683e-11,1.1936008572165805e-11,9.17956736622404e-13,7.257828615958425e-12,2.505950918838617e-10,1.6394362099612804e-11,7.276538060038644e-12,3.285518480486468e-11,2.2303864972608652e-11,1.5157624551930494e-12,1.2250906521305434e-11
sub-062_ses-01_task-szMonitoring_run-02_seizure-0000,62,asleep,2,1.0846366595927747e-10,2.425448942197433e-13,9.362498818193534e-14,3.139038927939862e-13,1.7382534735385742e-13,1.5894126785601418e-14,1.1522059169437018e-13,4.251206570395972e-11,2.6037714539054555e-13,1.0149417437547275e-13,3.303485580014362e-13,1.8761102540415667e-13,1.8254655357055497e-14,1.3787596362868119e-13
sub-025_ses-01_task-szMonitoring_run-04_seizure-0000,25,awake,2,8.058667009945994e-09,1.7818807377045613e-10,8.091597573015195e-11,2.770145683572198e-10,1.4999227232711326e-10,1.2794813742821052e-11,8.960455725272033e-11,7.614810748865463e-10,2.180170040358492e-11,1.356180642701106e-10,3.432315259709878e-11,1.9738583250472297e-11,1.7470634251543277e-12,1.0131548222825438e-11
sub-031_ses-01_task-szMonitoring_run-03_seizure-0005,31,asleep,2,1.0736849211026685e-10,1.9389051849262052e-12,1.93797681628162e-12,4.167540436764501e-12,2.0087816924238346e-12,1.3711054940742056e-13,7.962394237216931e-13,9.850516408687624e-11,6.731717299426662e-13,1.209688722551837e-12,9.033877508953493e-13,4.932198112998188e-13,4.514955171364914e-14,2.555733318504174e-13
sub-066_ses-01_task-szMonitoring_run-14_seizure-0000,66,awake,2,4.3567704431083815e-10,3.915875343976158e-12,2.0996508990692093e-12,5.452937628544913e-12,2.809086529650707e-12,2.8207164936469977e-13,1.5375346477735592e-12,1.4601128754102885e-09,4.20992913754609e-12,2.3329935957839616e-12,6.4142909680456824e-12,3.9825355630088194e-12,2.8701871003887897e-13,2.0137202099543013e-12
sub-103_ses-01_task-szMonitoring_run-01_seizure-0000,103,un,2,4.642965078338002e-10,7.089185471500448e-11,2.8290385557807756e-11,8.793056580273906e-11,4.1685140621727017e-11,2.761026444909962e-12,1.8353882294319546e-11,1.0093783488367844e-08,2.0573603162588458e-10,9.164265060373245e-11,3.5027669065410697e-10,2.1076203620778019e-10,3.677289255761185e-11,1.9158892844771407e-10
sub-071_ses-01_task-szMonitoring_run-12_seizure-0000,71,awake,2,1.605507508941246e-10,1.6572937211139324e-12,7.594673370597339e-13,2.360722498622814e-12,9.876104649991394e-13,5.416589621486271e-14,3.59232069371772e-13,7.702734794715093e-11,9.263474121071465e-13,3.8477970362581856e-13,1.4018868597694112e-12,7.64105237984809e-13,5.0924960194653425e-14,3.3542328769210036e-13
sub-008_ses-01_task-szMonitoring_run-09_seizure-0000,8,awake,2,7.770966633398986e-10,7.464814363756537e-11,4.091770168161184e-11,9.892501368593957e-11,4.863753537244412e-11,3.1716994149532965e-12,2.1484267019583773e-11,4.988646379904707e-10,4.804982548063899e-11,2.655164809870027e-11,7.202339009674921e-11,4.141942300153713e-11,2.76256878693056e-12,1.9782128261860902e-11
sub-050_ses-01_task-szMonitoring_run-05_seizure-0000,50,awake,2,1.4896269580436935e-09,3.8682053459672194e-11,3.890354825149209e-11,3.3323389720476613e-11,2.3150718726933686e-11,2.580576360256068e-12,1.7074934604065703e-11,8.181796222656989e-10,1.2960711336605687e-11,2.891257554058014e-11,1.714650807786772e-11,9.927221374814166e-12,1.1554093260992837e-12,6.624078745700164e-12
sub-098_ses-01_task-szMonitoring_run-03_seizure-0000,98,asleep,2,2.210637407964622e-11,2.7549170797020104e-13,3.8160147636475113e-13,3.3541695185469297e-13,1.8039022603174765e-13,2.3882949663912173e-14,1.2296772598474318e-13,1.0208036608070286e-10,4.964331673477151e-13,4.4168489448967445e-13,6.452737881614397e-13,3.429415270330387e-13,2.797560170052582e-14,1.9292795055401325e-13
sub-031_ses-01_task-szMonitoring_run-03_seizure-0004,31,awake,2,1.3299019085195696e-10,4.9793977108645705e-12,4.091999977242844e-12,7.578073889638675e-12,3.4742115195944224e-12,2.5537005044670826e-13,1.7312017886609326e-12,2.1568289162883487e-10,6.757774464811623e-12,3.3865376753861545e-12,7.943205740033788e-12,3.687479468529248e-12,2.7023421580809834e-13,1.8475333507619135e-12
sub-009_ses-01_task-szMonitoring_run-09_seizure-0000,9,awake,2,3.153069216434939e-10,1.9959653949206224e-11,6.982495899708848e-12,1.8471391455729517e-11,7.810076153406854e-12,5.469796442338844e-13,3.786470755353855e-12,7.182871647590302e-10,2.6300990669220547e-11,1.0308672203673194e-11,3.068478732918395e-11,1.4025665587546412e-11,1.0626997680003974e-12,7.304983270761669e-12
sub-063_ses-01_task-szMonitoring_run-04_seizure-0001,63,awake,2,1.427223357837238e-09,4.699488376750342e-12,1.945283839571914e-12,6.3809960944687456e-12,3.223138853923985e-12,2.0663724077299832e-13,1.2643693307753682e-12,1.95836307641758e-09,1.0754061668338436e-11,4.660722246733468e-12,1.5859350473658486e-11,7.314516607933578e-12,4.797832961466534e-13,2.893339940124961e-12
sub-056_ses-01_task-szMonitoring_run-02_seizure-0001,56,asleep,2,2.21841625807482e-10,2.2829054474218196e-12,9.080164768467237e-13,3.0020510279564335e-12,1.6601865804642134e-12,1.339907829604421e-13,8.088191202607063e-13,3.2430804411138775e-10,4.258739394001328e-12,1.679870892604727e-12,5.6488857490140614e-12,3.30791116422083e-12,2.6579953402020886e-13,1.6263849642279874e-12
sub-099_ses-01_task-szMonitoring_run-01_seizure-0000,99,asleep,2,7.883123137939699e-11,4.326735098625464e-12,1.567089681425522e-11,6.116537840788545e-12,3.241644843860177e-12,2.6655111982790373e-13,1.774612765300406e-12,1.8532269085471764e-10,2.0200655247556806e-11,1.51597501227699e-11,2.7131075272996745e-11,1.2098611923656595e-11,8.555333082505606e-13,5.900618545568727e-12
sub-053_ses-01_task-szMonitoring_run-03_seizure-0000,53,awake,2,1.6131970641544975e-10,3.8413175612094034e-12,1.4863679450220173e-12,5.014735210195013e-12,2.331922426206342e-12,1.6662868792390494e-13,9.981111844916295e-13,1.985375966123832e-10,4.539066559479909e-12,1.7713158774913394e-12,5.436082285416227e-12,2.976309001515013e-12,2.389228443861027e-13,1.4721570998658703e-12
sub-054_ses-01_task-szMonitoring_run-04_seizure-0000,54,awake,2,1.1829699908050821e-09,1.4410335130842326e-11,5.325850901117103e-12,1.5068719169398767e-11,7.336426717684938e-12,5.764423892949339e-13,3.392479305446021e-12,1.3042916978816715e-09,2.822606183793556e-11,1.079457599757652e-11,2.9153862349868936e-11,1.2507616309324634e-11,9.505764704143926e-13,5.648840290483649e-12
sub-106_ses-01_task-szMonitoring_run-01_seizure-0000,106,awake,2,2.4106968875072984e-10,1.0122306033638485e-11,1.1453327346433531e-11,1.1304096545716643e-11,4.424859319006861e-12,2.8518295992530613e-13,1.8371424015816693e-12,7.735257607981238e-10,3.1694970707889655e-11,1.3952683782033499e-11,4.777308885290329e-11,2.805408790193319e-11,2.6742431176631547e-12,1.748544318290969e-11
sub-022_ses-01_task-szMonitoring_run-04_seizure-0001,22,awake,2,5.96973264361576e-10,2.2429017218227702e-11,8.966074832795944e-12,2.4803498767117552e-11,7.140385949901059e-12,3.0933938396337674e-13,2.1617214508649945e-12,6.292649125810369e-10,3.623639387750562e-11,1.6453440833599183e-11,5.042871160547111e-11,1.7514011201233476e-11,8.82621763188469e-13,6.019952748758154e-12
sub-115_ses-01_task-szMonitoring_run-52_seizure-0000,115,asleep,2,1.33271136090766e-08,3.9985418353608804e-11,2.5007820026150295e-11,5.412957266640706e-11,2.1409080666003206e-11,4.6699067785506764e-12,3.213921578276387e-11,3.3583916872751253e-11,2.0761526795711666e-13,8.448081321635982e-14,2.7851971601637027e-13,1.66242548464405e-13,1.6140201974151975e-14,1.1193072470733548e-13
sub-025_ses-01_task-szMonitoring_run-03_seizure-0000,25,awake,2,4.098714553284157e-09,1.164467780228766e-10,5.250214249766581e-11,1.840222428609439e-10,9.503533328241875e-11,6.6317452476478376e-12,4.4875378294019544e-11,1.8318723847974944e-10,2.2675352251501433e-11,9.474411063901112e-12,3.529805340731287e-11,2.0258611059801826e-11,1.5639392159999157e-12,1.0823331204012445e-11
sub-039_ses-01_task-szMonitoring_run-04_seizure-0020,39,asleep,2,2.9745512846579885e-10,1.0671577159147948e-11,5.5553287068036255e-12,1.493350582770481e-11,7.298839944203418e-12,4.703008857534993e-13,2.9628648289622623e-12,3.3253778840495657e-10,1.1764871851277897e-11,4.938738980924288e-12,1.4819764265034193e-11,7.545288933348334e-12,4.995938242686245e-13,3.4184880855754024e-12
sub-020_ses-01_task-szMonitoring_run-05_seizure-0002,20,awake,2,6.836678809794009e-10,4.225163515803206e-11,8.198952373550633e-11,5.903126732921728e-11,3.086535024028175e-11,2.2693003315032106e-12,1.4792229619581387e-11,2.9025001009789134e-10,2.1571591507013297e-11,9.342511627503535e-12,3.2038415577653305e-11,1.8505827625727784e-11,1.4368333877061533e-12,9.776646339125679e-12
sub-002_ses-01_task-szMonitoring_run-02_seizure-0001,2,awake,2,5.463958541080705e-10,9.850594277577105e-12,4.750387448666903e-12,1.5189632547993645e-11,8.080632309574788e-12,7.252235774245396e-13,5.226487395907803e-12,4.525772419549023e-10,1.746865453014312e-11,6.84618431500107e-12,1.9433760404283617e-11,9.615439411432049e-12,7.521760838637306e-13,5.044118617738636e-12
sub-005_ses-01_task-szMonitoring_run-22_seizure-0000,5,awake,2,3.5428333799307644e-10,3.762235131908772e-11,1.835707349450627e-11,5.790933375761421e-11,4.032243406780231e-11,3.3699644196288506e-12,2.42552847241865e-11,2.8597559456551997e-10,2.023536174801777e-11,1.947176203478218e-11,3.3078266447020796e-11,1.8237444686782088e-11,1.3184678235113933e-12,8.927956007728931e-12
sub-101_ses-01_task-szMonitoring_run-01_seizure-0000,101,awake,2,6.2898277920725e-10,1.2568017679182916e-10,6.385779031190784e-11,1.9108544348546617e-10,1.06857818648002e-10,7.1997853576744845e-12,4.946744715560992e-11,9.276369482036755e-10,2.1744704029912082e-10,1.0193185806469706e-10,3.3120922548746917e-10,1.8202819331316916e-10,1.0704815520867731e-11,7.17104328966559e-11
sub-004_ses-01_task-szMonitoring_run-01_seizure-0002,4,awake,2,1.709910209209681e-10,1.1412606528825087e-11,4.699490895373335e-12,1.4743778124916834e-11,7.360597033884151e-12,4.821185899581386e-13,3.316730726868199e-12,2.2682253387930827e-10,1.8211613007553615e-11,7.440322652851532e-12,2.248156373303954e-11,1.1155966114633324e-11,7.584919876321547e-13,5.02376244836558e-12
sub-074_ses-01_task-szMonitoring_run-02_seizure-0000,74,awake,2,3.250076539769565e-11,1.0883669394734122e-12,4.140758236373528e-13,1.2552557147068391e-12,6.022918582545818e-13,4.524633214790025e-14,3.1621071119811584e-13,5.6952058915523715e-11,1.3804472463169667e-12,3.788198011526768e-13,1.2916179783364424e-12,5.528060000891755e-13,3.8764109525177864e-14,2.8666579172920415e-13
sub-021_ses-01_task-szMonitoring_run-04_seizure-0003,21,asleep,2,2.3720062276428607e-10,4.7699016775369765e-12,3.59819705760792e-12,6.404716213014096e-12,3.5350511849377328e-12,3.021564664231378e-13,2.021401472242267e-12,2.408386409062388e-10,3.055986397901175e-12,3.5943306188100847e-12,4.1671021637652365e-12,2.290431495340678e-12,1.7757472070013052e-13,1.221658701257672e-12
sub-102_ses-01_task-szMonitoring_run-01_seizure-0001,102,awake,2,1.1134857308698256e-10,7.727086274551506e-12,4.275042355156193e-12,1.2027257989557946e-11,7.1149370371832244e-12,4.925697899807495e-13,3.376782889515613e-12,1.612753057084833e-10,5.475858676278036e-12,3.133095653854497e-12,9.091552998074917e-12,5.861184381705419e-12,4.2875956982425496e-13,3.3465392696664686e-12
sub-076_ses-01_task-szMonitoring_run-16_seizure-0000,76,awake,2,1.583247449926391e-08,7.566011092479051e-11,2.572078868950916e-11,1.0935232340451191e-10,7.165756444347978e-11,1.1993158863798825e-11,9.359206390520729e-11,9.980362109575276e-10,1.9239228342662887e-11,6.948173273212011e-12,1.968674079749971e-11,8.8050111224171e-12,5.767105880568231e-13,3.9192557698722205e-12
sub-041_ses-01_task-szMonitoring_run-01_seizure-0000,41,awake,2,1.887702916592677e-10,5.3333457823743306e-12,3.779849561556752e-12,7.868929529205848e-12,4.471419705977523e-12,3.7007899873643305e-13,2.483297524655675e-12,3.196825219606542e-10,1.673160743909072e-11,8.694159212254899e-12,2.8798061655074014e-11,1.4799596126316705e-11,1.1475205741883592e-12,7.891961697377222e-12
sub-012_ses-01_task-szMonitoring_run-03_seizure-0001,12,awake,2,4.78385149037684e-10,2.7989161399096647e-11,3.362211775363754e-11,3.2226992928217115e-11,1.4395563778664212e-11,9.432083738169314e-13,6.181410876598707e-12,2.104807657248783e-10,4.384328784822846e-12,1.925651108551016e-11,5.981531863374109e-12,3.1159841512101254e-12,2.5740929649411045e-13,1.7165686373904158e-12
sub-015_ses-01_task-szMonitoring_run-04_seizure-0000,15,asleep,2,4.785091464822506e-10,1.5019381363211066e-11,3.0215948964414305e-10,2.5475449585051585e-11,1.3855125684582407e-11,2.144424463542273e-12,1.1908109237771915e-11,6.917383989995007e-10,1.829519061410762e-11,3.425019832655013e-10,2.9056187639821328e-11,1.5318936715485434e-11,2.1956920801143453e-12,1.2405613678619465e-11
