last_in_0.5_40,last_hi_40_48,last_hi_52_70,last_hi_70_90,last_hi_90_125,base_in_0.5_40,base_hi_40_48,base_hi_52_70,base_hi_70_90,base_hi_90_125,seizure_id,subject,vig,fs,frac_above40
-20.69512428754753,-26.550995863530375,-26.487522384037952,-26.874900102711408,-27.17196436617605,-20.876664150311306,-26.690462291088757,-26.59395652459447,-26.91822745270148,-27.243171533358858,sub-112_ses-01_task-szMonitoring_run-06_seizure-0002,112,asleep,256.0,0.009433417088439353
-18.984734975916787,-21.561357874881097,-21.203001975398323,-21.787286058857774,-22.639487061034423,-22.676365148487534,-26.65674870934893,-26.609510418627544,-26.953914362034524,-27.191544930965087,sub-025_ses-01_task-szMonitoring_run-04_seizure-0002,25,asleep,256.0,0.2134350721834097
-22.054924521209145,-26.883812927737477,-26.721908427556073,-27.007659515549644,-27.152725153780487,-22.796435937307514,-26.8951041118522,-26.767172378943165,-27.03098210281508,-27.21402869274842,sub-115_ses-01_task-szMonitoring_run-52_seizure-0000,115,asleep,256.0,0.029663399876116395
-21.740993871264966,-25.254437138490886,-25.009823098446883,-25.67210360835429,-26.358005861976313,-21.16225491698672,-23.965798672821997,-23.544099662432565,-24.18910858880768,-25.231954232872194,sub-026_ses-01_task-szMonitoring_run-06_seizure-0000,26,awake,256.0,0.08871310828398635
-21.574252090831123,-25.162357753624466,-24.886859445720198,-25.39509001640978,-26.039438848160657,-21.949374658617216,-25.401129396119835,-25.132349351890582,-25.7038545859584,-26.267849655164756,sub-118_ses-01_task-szMonitoring_run-03_seizure-0000,118,awake,256.0,0.08882476078547898
-20.64982622271581,-25.711268634269835,-25.618610621939254,-26.72383593860534,-26.926106879098747,-21.12253691159044,-24.453267169202675,-24.2470969062706,-25.16397730047089,-26.15415272641219,sub-046_ses-01_task-szMonitoring_run-01_seizure-0004,46,asleep,256.0,0.017170341244459604
-19.979997398067134,-24.294044263023803,-23.985805329178213,-24.572529587173854,-25.225246627952952,-20.003973664521315,-23.31022169450136,-23.045407475859836,-23.634634922150084,-24.504722177518385,sub-014_ses-01_task-szMonitoring_run-03_seizure-0000,14,awake,256.0,0.04487972293508014
-20.915644737404982,-24.367086133955315,-24.14507560505355,-24.831440709784694,-25.498814270130552,-18.719463782905205,-22.842594179330632,-22.271630790345263,-22.984352632315492,-23.525208531390057,sub-065_ses-01_task-szMonitoring_run-05_seizure-0000,65,awake,256.0,0.09208694903892722
-20.920118612480017,-23.47830185757234,-23.427959719948078,-24.288381228577784,-25.355228058223542,-19.512601155874233,-22.54446139733671,-22.366630900165216,-23.332823995945887,-24.273111702800087,sub-115_ses-01_task-szMonitoring_run-49_seizure-0000,115,awake,256.0,0.17025696188432463
-20.135175430730516,-22.5610566335967,-22.256551882638846,-22.907275185134818,-23.707191039125227,-20.617304616708775,-23.020906501353128,-22.68477619224003,-23.37272541292191,-24.245796335479923,sub-020_ses-01_task-szMonitoring_run-05_seizure-0002,20,awake,256.0,0.23011568084945758
-19.603084052409365,-18.521369018777634,-18.279657491112907,-21.51764958735955,-20.184593949606647,-20.297615089244484,-19.5186687009911,-19.296425997115463,-22.51105698768846,-20.817255825195915,sub-105_ses-01_task-szMonitoring_run-07_seizure-0003,105,asleep,256.0,0.8811287636081946
-21.906900197502477,-24.50243875458876,-24.025555768929046,-24.950799828794263,-26.033330402834444,-21.18293712182757,-23.37663610196233,-22.986274879449503,-23.666470424792294,-24.490460430498192,sub-080_ses-01_task-szMonitoring_run-16_seizure-0000,80,awake,256.0,0.2054587558562256
-20.69356459339479,-23.110133972000497,-22.673194985149173,-23.251187369887283,-23.918580003706985,-20.740872415816924,-23.206072582892514,-22.90659942525521,-23.520132956010436,-24.331830541611545,sub-033_ses-01_task-szMonitoring_run-12_seizure-0000,33,awake,256.0,0.256279626010498
-22.84901215803437,-25.574685825792923,-25.320031370810348,-25.87358310106825,-26.522287909447858,-22.277925785257402,-25.710873101182564,-25.41007113369399,-26.02420892277909,-26.50223282949558,sub-079_ses-01_task-szMonitoring_run-02_seizure-0000,79,awake,256.0,0.18298822386387642
-21.379004130292884,-25.866147692294057,-25.67949536825232,-26.186609077667278,-26.705423239486436,-21.085996644601465,-25.237139224873516,-24.941927170509466,-25.62508448663249,-26.27357718129884,sub-082_ses-01_task-szMonitoring_run-11_seizure-0001,82,asleep,256.0,0.036463572293336306
-20.846538985470872,-26.484546256422604,-26.348521614877605,-26.690292138933177,-26.870602952206923,-20.906899870423445,-26.27724809123932,-26.0071121632958,-26.475785375732638,-26.818584498426638,sub-097_ses-01_task-szMonitoring_run-04_seizure-0001,97,asleep,256.0,0.012790672583331004
-21.488814707730093,-24.61897048289758,-24.39647526789348,-25.149398915116937,-25.62456090749189,-21.40079130592209,-24.415216269208912,-24.168430156572626,-24.881914041216206,-25.328608690933137,sub-109_ses-01_task-szMonitoring_run-03_seizure-0000,109,asleep,256.0,0.1228243469784192
-21.008696131359294,-23.535824913295343,-23.4812288916291,-24.398665002841312,-25.247950791818802,-20.82189391518031,-23.65098335864505,-23.388187639117742,-24.028461239424594,-24.896968839594003,sub-006_ses-01_task-szMonitoring_run-01_seizure-0000,6,awake,256.0,0.1751808791447158
-20.3110329209265,-23.334480187109335,-23.042301631718505,-23.707232097608905,-24.63952774614407,-19.886956256611327,-24.775687928040227,-24.535441087749756,-25.124809474071355,-25.697825019983533,sub-040_ses-01_task-szMonitoring_run-05_seizure-0001,40,awake,256.0,0.13827098214399489
-22.01317615338509,-26.83397613054495,-26.728652006756047,-27.074806522270357,-27.255352346660214,-22.984794881550556,-26.822805714041145,-26.739320847120034,-27.072337452162024,-27.276847938275395,sub-062_ses-01_task-szMonitoring_run-02_seizure-0000,62,asleep,256.0,0.027842491216772538
-19.371972566145708,-23.582435613198463,-23.518124018370465,-24.228142145851407,-25.12198023506821,-19.488035000187615,-23.391727139719848,-23.121752025404437,-23.705917324392345,-24.385183305986764,sub-054_ses-01_task-szMonitoring_run-04_seizure-0000,54,awake,256.0,0.0399640719291539
