BTE_LEFT::log_power_delta,BTE_LEFT::log_power_theta,BTE_LEFT::log_power_alpha,BTE_LEFT::log_power_beta,BTE_LEFT::log_power_gamma,BTE_LEFT::log_total_power,BTE_LEFT::hjorth_mobility,BTE_LEFT::hjorth_complexity,BTE_LEFT::log_line_length,BTE_RIGHT::log_power_delta,BTE_RIGHT::log_power_theta,BTE_RIGHT::log_power_alpha,BTE_RIGHT::log_power_beta,BTE_RIGHT::log_power_gamma,BTE_RIGHT::log_total_power,BTE_RIGHT::hjorth_mobility,BTE_RIGHT::hjorth_complexity,BTE_RIGHT::log_line_length,CROSS_HEAD::log_power_delta,CROSS_HEAD::log_power_theta,CROSS_HEAD::log_power_alpha,CROSS_HEAD::log_power_beta,CROSS_HEAD::log_power_gamma,CROSS_HEAD::log_total_power,CROSS_HEAD::hjorth_mobility,CROSS_HEAD::hjorth_complexity,CROSS_HEAD::log_line_length,recording_id,subject,cls,chunk,avail_L,avail_R,avail_X,prob
0.57025814,-0.47330713,-0.061282158,-0.41525698,-0.12326908,0.12297511,-0.046634853,0.36028028,-0.10117102,-0.00663805,0.31495476,0.17580318,-0.61521006,-1.1901956,-0.21396673,-0.09023453,0.89723086,-0.4065659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9666,True,True,False,0.08779535017508934
-0.85596013,-0.54402494,-0.1227293,0.25614786,0.03798628,-0.67787933,0.037472755,-0.3393073,0.005662918,0.32079864,-0.04758501,-0.05178547,-0.6004133,-1.0219021,-0.000921011,-0.13849694,1.6913323,-0.33802128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9681,True,True,False,0.0965735204541175
-1.7891619,-0.8173671,-0.57721615,-0.23553467,0.2665305,-1.1964848,0.11475018,-0.6597177,-0.08204365,-0.7355554,0.07293844,0.33226538,-0.6624608,-1.0199461,-0.7093612,-0.09620547,0.81660557,-0.35875416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9728,True,True,False,0.07496371517918378
-0.64264274,0.041981697,-0.40705442,-0.39384317,-0.54435253,-0.703213,0.01976481,-0.25194645,-0.25196862,0.11860871,-0.19795132,-0.28168917,-0.43531132,-0.66750574,-0.15865266,-0.10876891,1.1336179,-0.44549918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9737,True,True,False,0.06313278095599785
-0.60292315,-0.54024506,-0.6701212,-0.61793566,-0.6690469,-0.81622744,0.048514724,-0.33114386,-0.26995945,-0.77224326,0.615,0.22159338,-0.5226488,-1.1017318,-0.6194612,-0.029418766,0.1490159,-0.36771512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9764,True,True,False,0.07060725596119775
-0.19098496,-0.17116833,-0.48038244,-0.41123962,-0.52255726,-0.46044374,-0.03673917,0.25947428,-0.26702452,0.21831393,-0.30237055,0.05162239,-0.45173454,-1.0948205,-0.087556005,-0.12794529,1.4847336,-0.36792707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9888,True,True,False,0.08311671485345987
-0.3697672,-0.34565926,-0.09042692,-0.5259867,-0.7547264,-0.59607244,-0.049955174,0.40391874,-0.2796409,-0.96751857,-0.27778864,0.35398006,-0.5011554,-1.0903964,-0.8683144,-0.035019994,0.23603845,-0.3706007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9897,True,True,False,0.07755394480971614
-0.9174659,-0.3256669,-0.40340233,-0.2830944,-0.8844981,-0.9049723,0.006320566,-0.13370538,-0.23837686,-0.3582492,0.0036554337,0.10725832,-0.6761131,-0.97053623,-0.5014006,-0.08148602,0.7913654,-0.35954833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9908,True,True,False,0.08825430671387012
-0.8106315,-0.1621437,-0.11882782,-0.47268677,-0.6352711,-0.8203764,-0.018167913,0.17026114,-0.30625343,-0.49109364,0.12295389,0.057875156,-0.4182086,-1.0169239,-0.5513531,-0.067402035,0.5356369,-0.42388034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9920,True,True,False,0.06971736375696745
-0.35374594,-0.24145699,0.12388754,-0.4902072,-0.70067835,-0.54846907,0.020313501,-0.16415334,-0.25986195,-1.2838817,-0.7979307,-0.03655672,-0.6607523,-1.051826,-1.1706537,0.013003945,-0.11038923,-0.42448068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,9957,True,True,False,0.05717516925163285
-1.4100335,0.13145113,-0.84197664,-0.42219877,-0.6378679,-1.077071,0.023376942,-0.21891665,-0.18485284,0.018630505,-0.3131156,0.04681778,-0.6722398,-1.4093575,-0.26966083,-0.09458734,1.0263,-0.38420272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10024,True,True,False,0.09240265392823765
-1.6723492,0.017429352,-0.5291786,-0.4413495,-0.7250929,-1.1844218,0.028976262,-0.26333213,-0.28946638,-1.2492051,0.106822014,-0.7724657,-0.2945299,-0.76258516,-0.97921145,0.013447434,-0.16864443,-0.4178462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10119,True,True,False,0.05451050292331899
-0.956836,-0.8012924,-0.49365616,-0.4464364,-0.65423155,-1.0119109,0.04978919,-0.4214008,-0.29458785,-0.9681747,-0.15764141,-0.27263498,-0.4218378,-0.5598278,-0.8654994,0.0019645095,-0.05429578,-0.40133548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10141,True,True,False,0.052755772365300393
-1.130656,-0.73958874,-0.9654255,-0.60885,-0.6795945,-1.1679628,0.03752348,-0.30860496,-0.29174995,-0.5119691,0.06934261,-0.03828907,-0.6354008,-1.1780443,-0.60938394,-0.04308164,0.39209223,-0.3466394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10197,True,True,False,0.07759728585230227
-1.2699559,-0.1307106,-0.38421917,-0.47517633,-0.5990758,-1.0556526,0.027611941,-0.23552561,-0.26141167,-1.1862037,0.27480602,-0.6936989,-0.698318,-1.0004768,-0.99320924,-0.0040351152,-0.0001206398,-0.42218423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10231,True,True,False,0.06388953059060416
-0.5484884,-0.73034954,-0.43538475,-0.40396738,-0.8756685,-0.76220703,0.027634919,-0.3112626,-0.33842993,-0.49888062,-0.43312073,-0.82638025,-0.82457685,-1.3615818,-0.72492945,-0.001352489,0.027516842,-0.4251604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10275,True,True,False,0.06274839351731948
-0.7304895,-0.8700509,-0.52484083,-0.42723083,-0.6487341,-0.88625526,0.06918496,-0.49517274,-0.20207763,-1.774441,-0.4229784,-0.6481781,-0.723475,-1.0805082,-1.4252421,0.062195778,-0.34750748,-0.4410596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10282,True,True,False,0.05248209721275151
-0.43049455,-0.15667105,-0.69288874,-0.36948013,-0.18443203,-0.598963,0.024212182,-0.16536331,-0.20322657,-0.5456016,-0.49755,-0.34949017,-0.1964531,-0.42541933,-0.61374724,0.04788515,-0.2221613,-0.24806547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10362,True,True,False,0.05649408681535214
-0.50795674,-0.29470825,-0.36033154,0.19424915,1.0265965,-0.3897612,0.10006219,-0.47771287,0.12774134,-0.4742558,0.07558823,0.02330923,-0.0019192696,0.12592697,-0.41204727,-0.01626721,0.117780685,-0.19109273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10504,True,True,False,0.05839599289918957
0.038772345,-0.9540982,-0.5771942,-0.10353327,-0.73211956,-0.32431436,-0.032994926,0.19906259,-0.2797556,-0.09417987,0.16549683,0.08323145,-0.42785835,-0.39987946,-0.25412238,-0.00957948,0.10581899,-0.3445363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10595,True,True,False,0.0699513778437185
-1.3751714,-0.68642616,-0.21913195,-0.49407578,-0.36287212,-1.1561186,0.085754454,-0.5550771,-0.1334374,-1.3074667,0.25468826,-0.019320965,-0.5509863,-0.86791277,-0.9717785,0.05883816,-0.27251172,-0.23284888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10648,True,True,False,0.07089928407225994
-1.3150485,-0.2126975,0.013139725,-0.25342655,-0.53865814,-0.9892075,0.03851202,-0.3744583,-0.22617602,-0.9344673,0.9956734,-0.44232464,-0.8186512,-0.6205859,-0.6297842,0.01573658,-0.049863577,-0.3445108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10674,True,True,False,0.07102339805520341
-0.91877675,-0.2999549,-0.09310436,-0.29925632,-0.24474382,-0.8341334,0.058686852,-0.48100805,-0.23441625,0.4009061,0.95436573,0.0023117065,-0.3156948,-0.68965626,0.1951915,-0.08576845,0.9050057,-0.35393405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10724,True,True,False,0.06793756809028759
-1.786052,-0.41768837,-0.5135083,-0.2237091,-0.523613,-1.23968,0.121391,-0.7452147,-0.17771888,-0.9413831,0.06867266,-0.33210802,-0.7826824,-0.8614063,-0.8905822,-0.040397793,0.38486958,-0.4364133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10763,True,True,False,0.06236362615485375
-0.5546591,0.321321,0.21840143,-0.35359907,-0.3710618,-0.53595257,-0.009842068,0.07794118,-0.15851998,-0.15533757,0.3596654,-0.18218708,-0.28187084,-0.9485531,-0.2946521,-0.15263659,2.199658,-0.31434703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10769,True,True,False,0.09026714136258268
0.1521771,-0.56563616,-1.1053209,-0.5297761,-0.565639,-0.27503133,-0.021677464,0.12626648,-0.20383406,0.36759758,0.31354523,0.29175997,-0.62227297,-0.33657503,0.0994364,-0.061703205,0.58055806,-0.30541134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10771,True,True,False,0.08543198459581253
-1.2803109,0.0800128,-1.2433658,-0.5877342,-0.5194993,-1.0846703,0.03103429,-0.23168063,-0.19642043,-0.0500772,1.3085849,0.047287464,-0.6661477,-1.0031958,-0.055353522,-0.046995312,0.4940157,-0.29222727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10824,True,True,False,0.09861716058408242
-0.9029758,-0.22571945,0.029162407,-0.2794385,-0.35652065,-0.8074899,0.031023055,-0.24385405,-0.019133091,-0.6813905,0.709712,0.21785307,-0.41813087,-0.9523034,-0.5318655,-0.020139426,0.23473763,-0.28528404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10851,True,True,False,0.09130460905382257
-0.8053396,-0.7726717,-0.25968742,-0.1625967,0.51438046,-0.7266059,0.13430852,-0.72277665,0.056330204,-0.7737198,0.6508117,-0.44576406,-0.45725203,-0.77557087,-0.63236177,0.039631516,-0.20376849,-0.28279495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10907,True,True,False,0.06086087262575216
0.36542487,-0.18646717,-0.31707382,-0.32658958,-0.44778347,-0.037976265,-0.15885752,2.8356917,-0.07028413,0.8690747,0.43650007,0.282032,-0.41824675,-0.8009176,0.5110924,-0.15950572,2.3422818,-0.1551404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,10948,True,True,False,0.1572223270513854
-1.1704786,-0.54225445,-0.8749523,-0.52103996,-0.5124059,-1.1244929,0.023504823,-0.1782577,-0.3094685,-0.65027285,-1.0712266,-0.0077238083,-0.19932795,-0.83455706,-0.72322,-0.004110247,-0.06664848,-0.41791797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11019,True,True,False,0.050927266862497836
0.021328926,-0.007950783,-0.3052702,-0.626698,-0.6079092,-0.3099048,-0.058063596,0.52646375,-0.34522128,-0.6922307,-0.65934277,0.15220785,-0.23816824,-0.23033619,-0.670179,-0.0037008822,0.16382074,-0.21843004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11029,True,True,False,0.0648371851605818
-0.46224236,-0.46832514,-0.10604334,-0.03163147,-0.17775679,-0.5583315,0.028982788,-0.2127037,-0.12591434,4.2023015,3.4463453,4.239697,4.371611,4.861434,4.110456,0.0047589242,-0.00025725365,2.0007305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11056,True,True,False,0.24348488850077474
-0.7969792,0.0076117516,-0.9898133,-0.52878475,-0.6199231,-0.85183907,0.007315278,-0.095766306,-0.3249538,-1.09642,-0.23627996,0.4102602,-0.59012365,-0.43721533,-0.8855587,0.06311363,-0.30075216,-0.25093198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11104,True,True,False,0.06667558855309592
-1.2740052,-0.3961215,-0.2902789,-0.2621355,0.11970472,-0.9725406,0.079886585,-0.5027809,-0.0815804,-0.54516506,-0.0049037933,0.3684454,-0.8554063,-1.1108446,-0.6238667,0.047046155,-0.12445402,-0.2789085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11158,True,True,False,0.07848812955815292
-0.90869164,-0.070932865,-0.6311197,-0.57447624,-0.73446846,-0.92093205,0.015996575,-0.09128022,-0.20062566,-1.4644742,-0.3069582,-0.87400055,-0.69277096,-0.16820335,-1.1635412,0.09689063,-0.42042232,-0.24074268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11167,True,True,False,0.06308908919802614
-1.2063549,-0.25148726,-0.5421295,-0.54226637,-0.6256952,-1.0815504,0.030222923,-0.2283516,-0.24862075,-0.60261536,-0.24156857,-0.46621656,-0.6433091,-0.745172,-0.7143105,0.053649843,-0.19142652,-0.31854153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11177,True,True,False,0.06548782955268688
-0.594311,-0.676342,-0.23878288,-0.3947301,-0.4681244,-0.74834394,0.00901565,-0.1257534,-0.26771092,-1.0084159,-0.2191925,-0.0661211,-0.28539848,-0.5803771,-0.85679615,0.09804562,-0.44621253,-0.2528684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11180,True,True,False,0.05795000015053871
-0.86651874,0.38794088,-0.08849573,-0.68292665,-0.6812296,-0.7646103,0.016320795,-0.22768688,-0.32151437,-0.53032637,0.5610757,-0.26660013,-0.68230295,-0.8193941,-0.5368036,0.03803569,-0.14761496,-0.3134191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11299,True,True,False,0.06819770343833738
-0.3223195,-0.26508808,-0.2588539,-0.7232189,-0.63528776,-0.5854602,0.024384022,-0.14140606,-0.22874784,-0.32079053,-0.24301577,-0.42988682,-0.35584593,-0.9266906,-0.49628985,0.055169135,-0.23616576,-0.26261854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11302,True,True,False,0.0642440983932497
-0.8597548,-0.19369411,0.07635069,-0.67425823,-0.49414158,-0.84939146,0.038942605,-0.2761314,-0.24505281,-0.86601424,-0.063583374,0.09877777,-0.5789695,-0.5253382,-0.78607094,0.111441344,-0.4571092,-0.20243335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11303,True,True,False,0.06418368532694019
-1.2815444,-0.26574135,-0.52598715,-0.4553647,-0.9570174,-1.119992,0.038434684,-0.34570646,-0.31829047,-0.53243995,-0.595891,-0.30384302,-0.53987217,-0.7839842,-0.6826321,-0.017671824,0.32890606,-0.33666873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11335,True,True,False,0.06587124806929424
-1.2551677,0.14501762,-1.1654143,-0.62919664,-0.9348378,-1.0885918,0.019083947,-0.28365374,-0.3443911,-1.4388981,-0.24404955,-0.22760391,-0.47232008,-0.051020145,-1.0387503,0.05242285,-0.26212335,-0.3338976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11418,True,True,False,0.054222789030023325
-0.667608,-0.53108644,-0.16385841,-0.7383504,-0.50431395,-0.8226085,-0.028936237,0.11697054,-0.30580306,-1.3654714,-0.2032795,-0.04582262,-0.32201958,-0.22576666,-0.9834455,0.055332214,-0.2445538,-0.26497746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11429,True,True,False,0.057967795975463046
-0.75775313,0.10178852,-0.7648277,0.30404282,-0.47990608,-0.6171491,0.100952744,-0.6399158,-0.009681463,-0.1525824,0.17115927,0.32263994,-0.2930622,-0.0343256,-0.2408365,0.023657441,-0.028373957,-0.13977647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11594,True,True,False,0.0804548034190243
-0.7147281,-0.07015371,-0.36903524,0.065099716,0.14228773,-0.6163404,-0.058011815,0.68545246,0.0,-0.19291234,0.20634794,-0.25149202,-0.45234394,-0.22505808,-0.32414615,0.00042051077,0.106606245,-0.100943804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11609,True,True,False,0.10732360847265819
-0.011649132,0.139997,-0.13754606,-0.22210836,-0.37115955,-0.2572615,-0.06295155,0.65730786,-0.11725831,0.37414527,-0.50836706,-0.5189719,-0.29321575,-0.6426139,0.035100818,-0.120200604,1.6754899,-0.13727164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11611,True,True,False,0.10494645558478839
0.85114074,1.3685699,2.016439,2.3169923,2.7062402,1.3274858,-0.21477614,7.0333233,0.2835381,-0.059132338,-0.040472507,0.017507553,0.12169409,0.1417327,-0.15399301,-0.20624843,4.4113445,-0.19104147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11662,True,True,False,0.09667845742382475
-0.9577186,0.43699408,1.0043044,0.97063065,0.91202784,-0.12758112,-0.09092754,1.0751939,-0.1579628,-0.44111705,-0.098507404,-0.29722357,-0.0032305717,-0.43792915,-0.47827804,0.018027335,-0.040697098,-0.15408301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11663,True,True,False,0.07045283460724935
-0.84439826,-0.593616,-0.90872097,-0.18645048,-0.6258607,-0.8980255,-0.005909443,-0.013791084,-0.29143643,-1.4383955,-0.04391384,-0.29170895,-0.6825576,-0.5882454,-1.1182526,0.04994318,-0.27437186,-0.33512306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11752,True,True,False,0.06544704548402769
-0.57983327,-0.093580246,-0.8857417,-0.4512887,-0.8889556,-0.7407448,-0.08782636,0.92291164,-0.33751893,0.101040125,0.5552263,-0.17379141,-0.23554897,-0.7185745,-0.07792747,-0.07601011,0.72442937,-0.23973083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11787,True,True,False,0.09742259495955302
-0.9282706,0.44942904,-0.24809933,-0.48353004,-0.5664258,-0.7575638,0.011441767,-0.14396548,-0.26382256,0.3017478,-0.15383673,-0.26225471,-0.5018258,-0.302238,0.0,-0.013269305,0.30124164,-0.23655319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11944,True,True,False,0.07127463311038534
-0.7919414,-0.57928467,-0.3403492,-0.25939083,-0.20868492,-0.8161948,0.05605483,-0.43393135,-0.23745394,-0.07398152,0.47136497,0.037663937,-0.2971835,-0.11659622,-0.1758753,-0.00022038817,0.13919115,-0.20413733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11957,True,True,False,0.0643952955234548
-0.5392182,-0.8516011,-0.46360397,-0.5821562,-0.61287117,-0.78179336,-0.017238319,0.15756798,-0.2605574,-0.49842095,0.31605005,0.3295822,-0.2717347,-1.1239157,-0.4903053,-0.013021857,0.16562319,-0.26581645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11973,True,True,False,0.08310821349984443
-1.1172097,-0.15871716,-0.3268571,-0.587049,-0.27814198,-0.9824717,0.0011809766,0.018944979,-0.21978116,-0.8599243,-0.00868082,-0.012620449,-0.48485708,-0.040272713,-0.721872,-0.0026898682,0.13033009,-0.25394773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11990,True,True,False,0.06780496553449307
-0.961148,-0.14167118,-0.78041506,-0.386333,-0.35659218,-0.91087985,0.050798833,-0.44858027,-0.19727659,0.4556942,-0.27839565,0.2605381,-0.2852373,-0.9932556,0.12919724,-0.0427759,0.49775314,-0.17752886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,11996,True,True,False,0.08432887142752407
0.8096461,0.009371281,-0.059096813,0.22193384,0.14468431,0.39857554,-0.109656274,1.6698148,0.15884161,1.2533848,1.5682857,1.3643656,2.1975975,2.0913808,1.3935835,0.13822493,-0.76899636,0.78843784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12026,True,True,False,0.13522599191450138
-1.0804207,0.04467106,-0.80273104,-0.38480663,-0.39839268,-0.93479514,0.05778709,-0.38145208,-0.23185611,-0.33723354,-0.25114584,0.17987823,-0.311378,-0.34926605,-0.43716586,0.022727937,0.004921198,-0.18632793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12100,True,True,False,0.06746689593468003
-0.8289578,0.35375166,-0.54307365,-0.521472,-0.7016883,-0.7713189,0.017639667,-0.22758341,-0.23432732,-0.23134995,0.18650055,-0.17070007,-0.1836071,-0.90204906,-0.3549918,-0.009330213,0.18634105,-0.18731594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12102,True,True,False,0.0819157834999649
0.6899791,-0.14749622,-0.43301678,-0.5808234,-0.6184945,0.20242596,-0.16207772,2.6490319,-0.28366613,0.74880517,2.0789316,2.7145586,3.5417914,3.6168697,2.1317573,0.25792265,-1.1395264,0.9459138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12113,True,True,False,0.06866328284329389
-0.52365613,0.13990021,-0.65435696,-0.7098837,-0.6087632,-0.6766145,-0.010818452,0.061454296,-0.28388286,0.19821548,0.059064865,-0.09525204,-0.607141,-0.60863256,-0.0802263,0.010940641,0.111646175,-0.24599862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12122,True,True,False,0.07759243455412354
-1.1959016,-0.3192544,-0.7594347,-0.25470877,-0.21725035,-1.0065215,0.06667498,-0.377342,-0.077895164,-0.88399196,0.16329908,-0.26334953,-0.21697664,-0.60799503,-0.73797834,-0.012383372,0.098320246,-0.23798561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12215,True,True,False,0.07264415309023374
-1.5333107,0.0053839684,-0.335351,-0.5037613,-0.39791727,-1.1078565,0.08174363,-0.55120194,-0.19152236,0.38921475,0.57625675,-0.44242287,-0.2124176,-0.55844116,0.13550234,-0.059828997,0.6375377,-0.083642006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12223,True,True,False,0.0866410532112605
2.8386261,0.6771383,0.2944522,0.48458576,0.51070976,2.2343948,-0.22821394,8.234336,0.4374175,2.845881,2.6533518,1.0100532,1.9431021,1.3745942,2.5069735,-0.17204177,2.292194,0.67495155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12245,True,True,False,0.24578761135561408
-0.3023672,0.022777557,-0.1384759,-0.35939503,-0.32837296,-0.47253036,-0.07825239,0.92863774,-0.21437335,0.10996342,-0.26859093,-0.554338,-0.4864607,-0.0801568,-0.15161955,0.025418103,0.02126193,-0.07687974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12402,True,True,False,0.08806517963316697
-0.31989455,0.18351126,-0.37970543,-0.5453148,-0.39432764,-0.5004184,-0.014521837,0.15859342,-0.20527959,0.054940462,0.34153318,-0.4183011,0.011985302,-0.24759912,-0.09821117,0.011828184,0.07452011,-0.11547518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sub-016_ses-01_task-szMonitoring_run-03,16,control,12414,True,True,False,0.07461656206893394
